Het\Gen	4	8	16	32	64	128	256	512	
0	NA	NA	NA	NA	NA	NA	NA	NA	
1	NA	NA	NA	-0.535	0.224	NA	NA	NA	
10	NA	NA	NA	NA	-0.138	-0.15	-0.138	-0.215	
25	NA	NA	NA	NA	-0.179	-0.228	-0.206	-0.271	
50	NA	NA	NA	NA	-0.354	-0.259	-0.265	-0.298	
80	NA	NA	NA	NA	-0.183	-0.209	-0.206	-0.166	
100	NA	NA	NA	NA	-0.342	-0.352	-0.232	-0.233	
